id,title,source,source_url,application_url,source_url_status,application_url_status,qualityScore,trustScore,reviewStatus,rejection_reason,qualityFlags
spos-the-department-of-chemistry-at-ume-university-postdoctoral-scholarship-in-sweden,The Department of Chemistry at Umeå University Postdoctoral Scholarship in Sweden,Scholarship Positions,https://scholarship-positions.com/the-department-of-chemistry-at-umea-university-postdoctoral-scholarship-in-sweden/2023/02/20/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-phd-student-positions-in-informatics-at-university-of-skvde-sweden,"International PhD Student Positions in Informatics at University of Skövde, Sweden",Scholarship Positions,https://scholarship-positions.com/international-phd-student-positions-in-informatics-at-university-of-skovde-sweden/2023/02/18/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-fellow-position-in-spatio-temporal-dynamics-of-antimi,"International Postdoctoral Fellow Position in Spatio-temporal Dynamics of Antimicrobial Resistance, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-fellow-position-in-spatio-temporal-dynamics-of-antimicrobial-resistance-sweden/2023/01/20/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-dalarna-university-partial-scholarships-for-international-students-in-sweden,Dalarna University Partial Scholarships for International Students in Sweden,Scholarship Positions,https://scholarship-positions.com/dalarna-university-partial-scholarships-for-international-students-in-sweden/2023/01/13/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-phd-positions-in-space-geodesy-and-geodynamics-sweden,"International PhD Positions in Space Geodesy and Geodynamics, Sweden",Scholarship Positions,https://scholarship-positions.com/international-phd-positions-in-space-geodesy-and-geodynamics-sweden/2023/01/12/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-position-in-developing-deep-learning-for-satellite-im,"International Postdoctoral Position in Developing Deep Learning for Satellite Images, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-position-in-developing-deep-learning-for-satellite-images-sweden/2023/01/05/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-uppsala-university-presidents-club-international-scholarship-in-sweden,+Uppsala University President’s Club International Scholarship in Sweden,Scholarship Positions,https://scholarship-positions.com/uppsala-university-presidents-club-international-scholarship-in-sweden/2023/01/02/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-swea-agneta-and-gunnar-nilsson-scholarships-in-sweden,SWEA Agneta and Gunnar Nilsson Scholarships in Sweden,Scholarship Positions,https://scholarship-positions.com/swea-agneta-and-gunnar-nilsson-scholarships-in-sweden/2022/12/24/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-liu-international-scholarship-to-study-in-sweden,LiU International Scholarship to Study in Sweden,Scholarship Positions,https://scholarship-positions.com/liu-international-scholarship-to-study-in-sweden/2022/12/22/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-bth-scholarship-program-for-prospective-non-eueea-students-in-sweden,BTH Scholarship Program for Prospective Non-EU/EEA Students in Sweden,Scholarship Positions,https://scholarship-positions.com/bth-scholarship-program-for-prospective-non-eu-eea-students-in-sweden/2022/12/22/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-lule-university-of-technology-scholarships-for-international-students-in-sweden,Luleå University of Technology Scholarships for International Students in Sweden,Scholarship Positions,https://scholarship-positions.com/lulea-university-of-technology-scholarships-for-international-students-in-sweden/2022/12/21/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-design-by-ume-scholarships-for-international-students-in-sweden,Design by Umeå Scholarships for International Students in Sweden,Scholarship Positions,https://scholarship-positions.com/design-by-umea-scholarships-for-international-students-in-sweden/2022/12/21/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-the-sievert-larsson-scholarship-fund-for-thai-students-in-sweden,The Sievert Larsson Scholarship Fund for Thai Students in Sweden,Scholarship Positions,https://scholarship-positions.com/the-sievert-larsson-scholarship-fund-for-thai-students-in-sweden/2022/12/21/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-futuregames-merit-scholarships-for-international-students-in-sweden,Futuregames Merit Scholarships for International Students in Sweden,Scholarship Positions,https://scholarship-positions.com/futuregames-merit-scholarships-for-international-students-in-sweden/2022/11/30/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-umea-university-post-doc-scholarship-for-international-students-in-sweden,Umea University Post-doc Scholarship for International Students in Sweden,Scholarship Positions,https://scholarship-positions.com/umea-university-post-doc-scholarship-for-international-students-in-sweden/2022/11/28/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-phd-student-positions-in-fluid-mechanics-of-turbulent-clouds-swede,"International PhD Student Positions in Fluid Mechanics of Turbulent Clouds, Sweden",Scholarship Positions,https://scholarship-positions.com/international-phd-student-positions-in-fluid-mechanics-of-turbulent-clouds-sweden/2022/11/28/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-university-of-gothenburg-international-postdoctoral-positions-in-neurochemistry-,"University of Gothenburg International Postdoctoral Positions in Neurochemistry, Sweden",Scholarship Positions,https://scholarship-positions.com/university-of-gothenburg-international-postdoctoral-positions-in-neurochemistry-sweden/2022/11/22/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-phd-student-position-in-mass-transport-of-wood-components-in-processed-wood-at-c,"PhD Student Position in Mass Transport of Wood Components in Processed Wood at Chalmers University of Technology, Sweden",Scholarship Positions,https://scholarship-positions.com/phd-student-position-in-mass-transport-of-wood-components-in-processed-wood-at-chalmers-university-of-technology-sweden/2022/11/18/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-global-change-awards-in-sweden-2023,"Global Change Awards in Sweden, 2023",Scholarship Positions,https://scholarship-positions.com/global-change-awards-in-sweden/2022/11/16/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-positions-in-nmr-based-structural-biology-sweden,"International Postdoctoral Positions in NMR-based Structural Biology, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-positions-in-nmr-based-structural-biology-sweden/2022/11/07/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-positions-in-it-and-learning-sweden,"International Postdoctoral Positions in IT and Learning, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-positions-in-it-and-learning-sweden/2022/11/07/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-phd-position-in-3d-cryo-em-of-sperm-tails-at-university-of-gothenburg-sweden,"PhD Position in 3D Cryo-EM of Sperm Tails at University of Gothenburg, Sweden",Scholarship Positions,https://scholarship-positions.com/phd-position-in-3d-cryo-em-of-sperm-tails-at-university-of-gothenburg-sweden/2022/11/05/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-phd-student-positions-in-chemistry-at-umea-university-sweden,"International PhD Student Positions in Chemistry at Umea University, Sweden",Scholarship Positions,https://scholarship-positions.com/international-phd-student-positions-in-chemistry-at-umea-university-sweden/2022/10/31/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-phd-student-positions-in-supramolecular-chemistry-sweden,"International PhD Student Positions in Supramolecular Chemistry, Sweden",Scholarship Positions,https://scholarship-positions.com/international-phd-student-positions-in-supramolecular-chemistry-sweden/2022/09/16/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-research-assistant-positions-in-optimising-fusion-with-functional-programming-pr,Research Assistant Positions in Optimising Fusion with Functional Programming Project in Sweden,Scholarship Positions,https://scholarship-positions.com/research-assistant-positions-in-optimising-fusion-with-functional-programming-project-in-sweden/2022/08/25/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-phd-positions-in-mechanical-systems-dynamics-sweden,"International PhD Positions in Mechanical Systems Dynamics, Sweden",Scholarship Positions,https://scholarship-positions.com/international-phd-positions-in-mechanical-systems-dynamics-sweden/2022/08/24/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-associate-professor-position-in-environmental-humanities-with-hist,"International Associate Professor Position in Environmental Humanities with Historical Orientation, Sweden",Scholarship Positions,https://scholarship-positions.com/international-associate-professor-position-in-environmental-humanities-with-historical-orientation-sweden/2022/08/23/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-multidisciplinary-postdoctoral-international-fellowships-at-umea-university-swed,"Multidisciplinary Postdoctoral International Fellowships at Umea University, Sweden",Scholarship Positions,https://scholarship-positions.com/multidisciplinary-postdoctoral-international-fellowships-at-umea-university-sweden/2022/08/23/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-international-postdoctoral-scholarships-in-mathematical-analysis-sweden,"International Postdoctoral Scholarships in Mathematical Analysis, Sweden",Scholarship Positions,https://scholarship-positions.com/international-postdoctoral-scholarships-in-mathematical-analysis-sweden/2022/08/22/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
spos-phd-positions-in-computer-architecture-acceleration-of-quantum-simulation-sweden,"PhD Positions in Computer Architecture Acceleration of Quantum Simulation, Sweden",Scholarship Positions,https://scholarship-positions.com/phd-positions-in-computer-architecture-acceleration-of-quantum-simulation-sweden/2022/08/22/,,captcha:200,missing_url,,,expired,expired,source_verified; aggregator_source; missing_amount; missing_documents; missing_application_url; no_application_path; expired; broken_source_url; captcha_or_bot_wall; reject_candidate
asa2-tell-me-about-award,Tell Me About Award:,AfterSchoolAfrica,https://api.whatsapp.com/send?text=Sweden%20Call%3A%2020%20Assistant%20Professor%20Positions%20at%20Karolinska%20Institutet%20%28KI%29%20https%3A%2F%2Fwww.afterschoolafrica.com%2F98363%2Fsweden-call-20-assistant-professor-positions-at-karolinska-institutet-ki%2F,,suspicious_domain,missing_url,,,rejected,source URL broken,missing_deadline; missing_documents; missing_application_url; no_application_path; broken_source_url; captcha_or_bot_wall; suspicious_domain; reject_candidate
mp-what-is-a-scholarship,What is a Scholarship?,MastersPortal,https://www.mastersportal.com/articles/3214/what-is-a-scholarship.html,,blocked:403,missing_url,,,broken_link,source URL broken,missing_deadline; missing_amount; missing_documents; missing_application_url; no_application_path; broken_source_url; generic_title; reject_candidate
mp-how-to-apply-for-scholarships,How to Apply for Scholarships?,MastersPortal,https://www.mastersportal.com/articles/2850/all-you-need-to-know-about-how-to-apply-for-a-scholarship-to-study-abroad.html,,blocked:403,instructions_only,,25,broken_link,source URL broken,missing_deadline; missing_amount; missing_documents; missing_application_url; has_application_instructions; broken_source_url; generic_title; reject_candidate
mp-how-to-write-a-scholarship-motivation-letter,How to write a Scholarship Motivation Letter?,MastersPortal,https://www.mastersportal.com/articles/415/how-to-write-a-motivation-letter-for-a-scholarship.html,,blocked:403,instructions_only,,25,broken_link,source URL broken,missing_deadline; missing_amount; missing_documents; missing_application_url; has_application_instructions; broken_source_url; generic_title; reject_candidate
si-from-a-ten-year-old-coder-to-gaming-ceo-magdy-shehata,From a ten-year-old coder to gaming CEO: Magdy Shehata,Swedish Institute,https://si.se/en/from-a-ten-year-old-coder-to-gaming-ceo-magdy-shehata/,,ok:200,instructions_only,75,,rejected,rejected,source_verified; official_provider; missing_deadline; missing_amount; missing_documents; missing_application_url; has_application_instructions; reject_candidate
si-application-closed,Application closed,Swedish Institute,https://si.se/en/apply/scholarships/swedish-institute-study-scholarships/#overview,,ok:200,instructions_only,,15,expired,expired,source_verified; official_provider; missing_documents; missing_application_url; has_application_instructions; expired; generic_title; reject_candidate
sis-educationscom-study-a-masters-in-europe-scholarship,Educations.com “Study a Master’s in Europe” scholarship,Study in Sweden,https://www.educations.com/scholarships/study-a-masters-in-europe-15211,,soft_404:200,missing_url,,,broken_link,source URL broken,source_verified; missing_deadline; missing_eligibility; missing_documents; missing_application_url; no_application_path; broken_source_url; reject_candidate
sis-rotary-international-district-and-global-grants,Rotary International district and global grants,Study in Sweden,https://my.rotary.org/en/take-action/apply-grants,,login_wall:200,missing_url,,18,broken_link,source URL broken,source_verified; official_provider; missing_deadline; missing_amount; missing_eligibility; missing_documents; missing_application_url; no_application_path; broken_source_url; login_wall; reject_candidate
sis-unesco-fellowships,UNESCO Fellowships,Study in Sweden,https://www.unesco.org/en/fellowships,https://www.unesco.org/en/member-states-portal,ok:200,ok:200,40,,low_trust,low_trust,source_verified; application_url_verified; official_provider; missing_deadline; missing_amount; missing_eligibility; missing_documents; generic_title; reject_candidate
nordplus-our-website-is-new-and-still-evolving,Our website is new and still evolving!,Nordplus,https://www.nordplusonline.org/,https://nordplusonline.org/apply-for-funding/activities-you-can-apply-for/,ok:200,ok:200,75,18,low_trust,low_trust,source_verified; application_url_verified; official_provider; missing_deadline; missing_amount; missing_eligibility; missing_documents; reject_candidate
asa-nordic-african-institute-african-scholarship-programme-2026-for-students-and-res,Nordic African Institute African Scholarship Programme 2026 For Students and Researchers,AfterSchoolAfrica,https://www.afterschoolafrica.com/99991/nordic-african-institute-african-scholarship-programme/,https://www.afterschoolafrica.com/89707/monash-university-rtp-scholarship/,captcha:200,captcha:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
asa-study-in-sweden-linnaeus-university-scholarships-20262027-for-international-stud,Study in Sweden: Linnaeus University Scholarships 2026/2027 for International Students,AfterSchoolAfrica,https://www.afterschoolafrica.com/53174/linnaeus-university-scholarships/,https://www.afterschoolafrica.com/101151/nigerian-defence-academy-application/,captcha:200,captcha:200,,,rejected,source URL broken,source_verified; application_url_verified; aggregator_source; missing_eligibility; has_application_instructions; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
asa-lund-university-global-scholarship-is-accepting-international-students-for-its-2,Lund University Global Scholarship is accepting international students for its 2026 ($1.85 million in Awards in Sweden),AfterSchoolAfrica,https://www.afterschoolafrica.com/94005/lund-university-global-scholarship-2/,https://www.afterschoolafrica.com/93944/world-leaders-convention-in-spain/,captcha:200,captcha:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
asa-study-in-sweden-uppsala-university-scholarships-for-african-students-2026,Study in Sweden: Uppsala University Scholarships for African Students 2026,AfterSchoolAfrica,https://www.afterschoolafrica.com/90015/ppsala-university-scholarships-for-afican-students/,https://www.afterschoolafrica.com/90002/graduate-research-scholarships-at-macquarie-university/,captcha:200,captcha:200,,,expired,expired,source_verified; application_url_verified; aggregator_source; missing_documents; has_application_instructions; expired; broken_source_url; broken_application_url; captcha_or_bot_wall; reject_candidate
erasmus-eu-official-languages,EU official languages,Erasmus+,https://erasmus-plus.ec.europa.eu/opportunities/opportunities-for-individuals/students/studying-abroad,,captcha:200,missing_url,,,rejected,source URL broken,source_verified; official_provider; missing_deadline; missing_application_url; no_application_path; broken_source_url; captcha_or_bot_wall; generic_title; weak_content; reject_candidate
erasmus-sorry-we-cant-find-what-you-are-looking-for,"Sorry, we can't find what you are looking for",Erasmus+,https://erasmus-plus.ec.europa.eu/?,,captcha:200,missing_url,,,rejected,source URL broken,source_verified; official_provider; missing_deadline; missing_eligibility; missing_application_url; no_application_path; broken_source_url; captcha_or_bot_wall; weak_content; reject_candidate
ap-job-match-comparison,Job Match Comparison,Academic Positions,https://academicpositions.eu,,blocked:403,instructions_only,,,rejected,source URL broken,aggregator_source; missing_deadline; missing_documents; missing_application_url; has_application_instructions; broken_source_url; generic_title; weak_content; reject_candidate
